,gain,cumulative_cost
"CD82,LTB4R,CD82,LILRB3,LILRA2,LTB4R,LILRA2,LILRB3",0.0,11.968992248062014
"CD82,CR1,CD82,TLR2,CCR1,CR1,CCR1,TLR2",0.0,11.968992248062014
"SLC6A6,CR1,SLC6A6,LILRA6,LILRB2,CR1,LILRB2,LILRA6",0.0,11.968992248062015
"SLC6A6,ITGAX,SLC6A6,EMB,LILRA6,ITGAX,LILRA6,EMB",0.0,11.968992248062015
"TNFRSF1B,CD96,TNFRSF1B,FOLR2,TLR2,CD96,TLR2,FOLR2",0.0,11.968992248062015
"CR1,LTB4R,CR1,FOLR2,EMB,LTB4R,EMB,FOLR2",0.0,11.968992248062015
"EMC10,LTB4R,EMC10,LILRA6,LILRA2,LTB4R,LILRA2,LILRA6",0.0,11.968992248062015
"EMC10,ITGAX,EMC10,TLR2,CD70,ITGAX,CD70,TLR2",0.0,11.968992248062015
"TNFRSF1B,CR1,TNFRSF1B,DAGLB,TLR2,CR1,TLR2,DAGLB",0.0,11.968992248062015
"SLC30A1,CD96,SLC30A1,CCR1,DAGLB,CD96,DAGLB,CCR1",0.0,11.968992248062015
"LTB4R,CD38,LTB4R,CD33,CD44,CD38,CD44,CD33",0.0,11.968992248062015
"EMC10,P2RY13,EMC10,LILRA2,EMB,P2RY13,EMB,LILRA2",0.0,11.968992248062015
"SLC30A1,CD96,SLC30A1,CD70,DAGLB,CD96,DAGLB,CD70",0.0,11.968992248062015
"EMC10,ITGAX,EMC10,TLR2,CCR1,ITGAX,CCR1,TLR2",0.0,11.968992248062015
"SLC6A6,ITGAX,SLC6A6,LILRB2,LILRB3,ITGAX,LILRB3,LILRB2",0.0,11.968992248062015
"CD82,LTB4R,CD82,LILRB3,EMB,LTB4R,EMB,LILRB3",0.0,11.984496124031006
"TNFRSF1B,CR1,TNFRSF1B,DAGLB,LILRB3,CR1,LILRB3,DAGLB",0.0,11.984496124031008
"CD82,CR1,CD82,LTB4R,CD44,CR1,CD44,LTB4R",0.0,11.984496124031008
"EMC10,ITGAX,EMC10,LILRB3,CCR1,ITGAX,CCR1,LILRB3",0.0,11.984496124031008
"CD82,CR1,CD82,LILRB3,CD70,CR1,CD70,LILRB3",0.0,11.984496124031008
"EMC10,LTB4R,EMC10,LILRB3,LILRB2,LTB4R,LILRB2,LILRB3",0.0,11.984496124031008
"CD82,CR1,CD82,LILRB3,CCR1,CR1,CCR1,LILRB3",0.0,11.984496124031008
"TNFRSF1B,CD96,TNFRSF1B,FOLR2,LILRB3,CD96,LILRB3,FOLR2",0.0,11.984496124031008
"EMC10,ITGAX,EMC10,LILRB3,CD70,ITGAX,CD70,LILRB3",0.0,11.984496124031008
"SLC30A1,CD96,SLC30A1,EMR2,FOLR2,CD96,FOLR2,EMR2",0.0,11.984496124031008
"SLC6A6,ITGAX,SLC6A6,LILRA6,TLR2,ITGAX,TLR2,LILRA6",0.0,11.984496124031008
"EMC10,ITGAX,EMC10,LTB4R,CD44,ITGAX,CD44,LTB4R",0.0,11.984496124031008
"EMC10,LTB4R,EMC10,LILRA6,EMB,LTB4R,EMB,LILRA6",0.0,11.984496124031008
"EMC10,CR1,EMC10,CD70,LILRA6,CR1,LILRA6,CD70",0.0,11.984496124031008
"EMC10,CR1,EMC10,CCR1,LILRA6,CR1,LILRA6,CCR1",0.0,11.984496124031008
"SLC30A1,SEMA4A,SLC30A1,LILRA2,TLR2,SEMA4A,TLR2,LILRA2",0.0,11.984496124031008
"CD82,SEMA4A,CD82,LILRA6,DAGLB,SEMA4A,DAGLB,LILRA6",0.0,11.984496124031008
"SLC6A6,ITGAX,SLC6A6,LILRA6,LILRB3,ITGAX,LILRB3,LILRA6",0.0,11.999999999999998
"SLC30A1,SEMA4A,SLC30A1,EMB,TLR2,SEMA4A,TLR2,EMB",0.0,11.999999999999998
"EMC10,P2RY13,EMC10,LILRB3,LILRA2,P2RY13,LILRA2,LILRB3",0.0,11.999999999999998
"CR1,LTB4R,CR1,LILRB3,FOLR2,LTB4R,FOLR2,LILRB3",0.0,12.0
"EMC10,LTB4R,EMC10,IL3RA,EMR2,LTB4R,EMR2,IL3RA",0.0,12.0
"CD82,ITGAX,CD82,LILRB2,EMB,ITGAX,EMB,LILRB2",0.0,12.0
"CD82,CR1,CD82,CLEC12A,CD44,CR1,CD44,CLEC12A",0.0,12.0
"EMC10,P2RY13,EMC10,LILRB3,EMB,P2RY13,EMB,LILRB3",0.0,12.01550387596899
"EMC10,LTB4R,EMC10,LILRB3,LILRA6,LTB4R,LILRA6,LILRB3",0.0,12.01550387596899
"SLC30A1,P2RY13,SLC30A1,CD70,TLR2,P2RY13,TLR2,CD70",0.0,12.01550387596899
"SLC6A6,ITGAX,SLC6A6,EMB,LILRA2,ITGAX,LILRA2,EMB",0.0,12.01550387596899
"SLC30A1,P2RY13,SLC30A1,CCR1,TLR2,P2RY13,TLR2,CCR1",0.0,12.01550387596899
"EMC10,CR1,EMC10,CD44,P2RY13,CR1,P2RY13,CD44",0.0,12.015503875968992
"ITGAX,CR1,ITGAX,FOLR2,LILRB2,CR1,LILRB2,FOLR2",0.0,12.015503875968992
"CD82,LILRB4,CD82,IL3RA,CD70,LILRB4,CD70,IL3RA",0.0,12.015503875968992
"SLC6A6,CR1,SLC6A6,LILRA2,LILRB2,CR1,LILRB2,LILRA2",0.0,12.015503875968992
"CD82,LILRB4,CD82,IL3RA,CCR1,LILRB4,CCR1,IL3RA",0.0,12.015503875968992
"EMC10,CD96,EMC10,CD44,FUT3,CD96,FUT3,CD44",0.0,12.031007751937983
"TNFRSF1B,CR1,TNFRSF1B,CD44,FUT3,CR1,FUT3,CD44",0.0,12.031007751937985
"SLC6A6,CR1,SLC6A6,EMB,LILRB2,CR1,LILRB2,EMB",0.0,12.031007751937985
"EMC10,CR1,EMC10,CCR1,LILRA2,CR1,LILRA2,CCR1",0.0,12.031007751937985
"CD82,ITGAX,CD82,LILRA6,EMB,ITGAX,EMB,LILRA6",0.0,12.031007751937985
"SLC30A1,LTB4R,SLC30A1,CD44,P2RY13,LTB4R,P2RY13,CD44",0.0,12.031007751937985
"CD82,SEMA4A,CD82,LILRA2,DAGLB,SEMA4A,DAGLB,LILRA2",0.0,12.031007751937985
"EMC10,LTB4R,EMC10,LILRA2,EMB,LTB4R,EMB,LILRA2",0.0,12.031007751937985
"SLC30A1,SEMA4A,SLC30A1,LILRB3,TLR2,SEMA4A,TLR2,LILRB3",0.0,12.031007751937985
"EMC10,CR1,EMC10,CD70,LILRA2,CR1,LILRA2,CD70",0.0,12.031007751937985
"SLC6A6,ITGAX,SLC6A6,LILRA2,TLR2,ITGAX,TLR2,LILRA2",0.0,12.031007751937985
"SLC6A6,ITGAX,SLC6A6,EMB,TLR2,ITGAX,TLR2,EMB",0.0,12.046511627906975
"SLC6A6,CR1,SLC6A6,LILRA2,LILRA6,CR1,LILRA6,LILRA2",0.0,12.046511627906975
"SLC6A6,ITGAX,SLC6A6,LILRA2,LILRB3,ITGAX,LILRB3,LILRA2",0.0,12.046511627906975
"SLC6A6,CR1,SLC6A6,LILRB2,TLR2,CR1,TLR2,LILRB2",0.0,12.046511627906975
"CD82,ITGAX,CD82,IL3RA,EMR2,ITGAX,EMR2,IL3RA",0.0,12.046511627906977
"ITGAX,CR1,ITGAX,FOLR2,LILRA6,CR1,LILRA6,FOLR2",0.0,12.046511627906977
"EMC10,CR1,EMC10,CD70,EMB,CR1,EMB,CD70",0.0,12.046511627906977
"EMC10,CR1,EMC10,CCR1,EMB,CR1,EMB,CCR1",0.0,12.046511627906977
"EMC10,SEMA4A,EMC10,LILRB2,DAGLB,SEMA4A,DAGLB,LILRB2",0.0,12.046511627906977
"CD82,SEMA4A,CD82,EMB,DAGLB,SEMA4A,DAGLB,EMB",0.0,12.046511627906977
"SLC6A6,ITGAX,SLC6A6,EMB,LILRB3,ITGAX,LILRB3,EMB",0.0,12.062015503875967
"EMC10,CD96,EMC10,CD44,TNFRSF1B,CD96,TNFRSF1B,CD44",0.0,12.062015503875967
"EMC10,LTB4R,EMC10,LILRB3,LILRA2,LTB4R,LILRA2,LILRB3",0.0,12.062015503875967
"CR1,SEMA4A,CR1,FOLR2,DAGLB,SEMA4A,DAGLB,FOLR2",0.0,12.062015503875969
"SLC6A6,CD96,SLC6A6,CD70,IL3RA,CD96,IL3RA,CD70",0.0,12.062015503875969
"EMC10,CR1,EMC10,CCR1,TLR2,CR1,TLR2,CCR1",0.0,12.062015503875969
"SLC6A6,CR1,SLC6A6,EMB,LILRA6,CR1,LILRA6,EMB",0.0,12.062015503875969
"CD82,SEMA4A,CD82,TLR2,DAGLB,SEMA4A,DAGLB,TLR2",0.0,12.062015503875969
"EMC10,CR1,EMC10,CD70,TLR2,CR1,TLR2,CD70",0.0,12.062015503875969
"SLC6A6,CR1,SLC6A6,CD44,ITGAX,CR1,ITGAX,CD44",0.0,12.062015503875969
"SLC6A6,CR1,SLC6A6,LILRB2,LILRB3,CR1,LILRB3,LILRB2",0.0,12.062015503875969
"SLC6A6,CD96,SLC6A6,CCR1,IL3RA,CD96,IL3RA,CCR1",0.0,12.062015503875969
"SLC30A1,LTB4R,SLC30A1,CD70,TLR2,LTB4R,TLR2,CD70",0.0,12.07751937984496
"CD82,ITGAX,CD82,LILRA2,EMB,ITGAX,EMB,LILRA2",0.0,12.07751937984496
"CR1,P2RY13,CR1,IL3RA,DAGLB,P2RY13,DAGLB,IL3RA",0.0,12.07751937984496
"CD82,SEMA4A,CD82,LILRB3,DAGLB,SEMA4A,DAGLB,LILRB3",0.0,12.07751937984496
"SLC30A1,LTB4R,SLC30A1,CCR1,TLR2,LTB4R,TLR2,CCR1",0.0,12.07751937984496
"EMC10,LTB4R,EMC10,LILRB3,EMB,LTB4R,EMB,LILRB3",0.0,12.07751937984496
"P2RY13,CD96,P2RY13,FOLR2,IL3RA,CD96,IL3RA,FOLR2",0.0,12.07751937984496
"EMC10,SEMA4A,EMC10,LILRA6,DAGLB,SEMA4A,DAGLB,LILRA6",0.0,12.077519379844961
"SLC6A6,CR1,SLC6A6,LILRA6,TLR2,CR1,TLR2,LILRA6",0.0,12.077519379844961
"SLC6A6,CR1,SLC6A6,EMR2,IL3RA,CR1,IL3RA,EMR2",0.0,12.077519379844961
"EMC10,CR1,EMC10,CD44,LTB4R,CR1,LTB4R,CD44",0.0,12.077519379844961
"EMC10,CR1,EMC10,CCR1,LILRB3,CR1,LILRB3,CCR1",0.0,12.077519379844961
"CD82,P2RY13,CD82,FOLR2,EMR2,P2RY13,EMR2,FOLR2",0.0,12.077519379844961
"EMC10,CR1,EMC10,CD70,LILRB3,CR1,LILRB3,CD70",0.0,12.077519379844961
"SLC6A6,ITGAX,SLC6A6,LILRB3,TLR2,ITGAX,TLR2,LILRB3",0.0,12.077519379844961
"SLC6A6,CR1,SLC6A6,LILRA6,LILRB3,CR1,LILRB3,LILRA6",0.0,12.093023255813952
"ITGAX,CR1,ITGAX,FOLR2,LILRA2,CR1,LILRA2,FOLR2",0.0,12.093023255813954
"SLC6A6,SEMA4A,SLC6A6,CD44,TNFRSF1B,SEMA4A,TNFRSF1B,CD44",0.0,12.093023255813954
"EMC10,ITGAX,EMC10,LILRB2,EMB,ITGAX,EMB,LILRB2",0.0,12.093023255813954
"SLC6A6,CR1,SLC6A6,EMB,LILRA2,CR1,LILRA2,EMB",0.0,12.108527131782944
"CD82,ITGAX,CD82,TLR2,EMB,ITGAX,EMB,TLR2",0.0,12.108527131782944
"EMC10,LILRB4,EMC10,IL3RA,CCR1,LILRB4,CCR1,IL3RA",0.0,12.108527131782946
"ITGAX,CR1,ITGAX,EMB,FOLR2,CR1,FOLR2,EMB",0.0,12.108527131782946
"ITGAX,CD38,ITGAX,CD33,CD44,CD38,CD44,CD33",0.0,12.108527131782946
"EMC10,LILRB4,EMC10,IL3RA,CD70,LILRB4,CD70,IL3RA",0.0,12.108527131782946
"CD82,ITGAX,CD82,LILRB3,EMB,ITGAX,EMB,LILRB3",0.0,12.124031007751936
"CD82,ITGAX,CD82,CR1,CD44,ITGAX,CD44,CR1",0.0,12.124031007751936
"EMC10,ITGAX,EMC10,LILRA6,EMB,ITGAX,EMB,LILRA6",0.0,12.124031007751938
"SLC6A6,CR1,SLC6A6,LILRA2,TLR2,CR1,TLR2,LILRA2",0.0,12.124031007751938
"CD82,SEMA4A,CD82,FUT3,CD44,SEMA4A,CD44,FUT3",0.0,12.124031007751938
"CD82,CD96,CD82,IL3RA,CCR1,CD96,CCR1,IL3RA",0.0,12.124031007751938
"EMC10,SEMA4A,EMC10,LILRA2,DAGLB,SEMA4A,DAGLB,LILRA2",0.0,12.124031007751938
"CD82,CD96,CD82,IL3RA,CD70,CD96,CD70,IL3RA",0.0,12.124031007751938
"ITGAX,CR1,ITGAX,FOLR2,TLR2,CR1,TLR2,FOLR2",0.0,12.124031007751938
"LTB4R,CD96,LTB4R,FOLR2,IL3RA,CD96,IL3RA,FOLR2",0.0,12.139534883720929
"SLC6A6,CR1,SLC6A6,EMB,TLR2,CR1,TLR2,EMB",0.0,12.139534883720929
"CR1,LTB4R,CR1,IL3RA,DAGLB,LTB4R,DAGLB,IL3RA",0.0,12.139534883720929
"SLC6A6,CR1,SLC6A6,LILRA2,LILRB3,CR1,LILRB3,LILRA2",0.0,12.139534883720929
"ITGAX,CR1,ITGAX,FOLR2,LILRB3,CR1,LILRB3,FOLR2",0.0,12.13953488372093
"CD82,LTB4R,CD82,FOLR2,EMR2,LTB4R,EMR2,FOLR2",0.0,12.13953488372093
"EMC10,ITGAX,EMC10,IL3RA,EMR2,ITGAX,EMR2,IL3RA",0.0,12.13953488372093
"SLC6A6,CR1,SLC6A6,EMB,LILRB3,CR1,LILRB3,EMB",0.0,12.155038759689921
"SLC30A1,P2RY13,SLC30A1,LILRB2,TLR2,P2RY13,TLR2,LILRB2",0.0,12.155038759689921
"EMC10,SEMA4A,EMC10,TLR2,DAGLB,SEMA4A,DAGLB,TLR2",0.0,12.155038759689923
"TNFRSF1B,SEMA4A,TNFRSF1B,FOLR2,TLR2,SEMA4A,TLR2,FOLR2",0.0,12.155038759689923
"EMC10,SEMA4A,EMC10,LILRB3,DAGLB,SEMA4A,DAGLB,LILRB3",0.0,12.170542635658913
"EMC10,ITGAX,EMC10,LILRA2,EMB,ITGAX,EMB,LILRA2",0.0,12.170542635658915
"EMC10,P2RY13,EMC10,FOLR2,EMR2,P2RY13,EMR2,FOLR2",0.0,12.170542635658915
"SLC6A6,CR1,SLC6A6,LILRB3,TLR2,CR1,TLR2,LILRB3",0.0,12.170542635658915
"TNFRSF1B,P2RY13,TNFRSF1B,IL3RA,TLR2,P2RY13,TLR2,IL3RA",0.0,12.170542635658915
"EMC10,CR1,EMC10,EMB,LILRB2,CR1,LILRB2,EMB",0.0,12.186046511627907
"SLC30A1,P2RY13,SLC30A1,LILRA6,TLR2,P2RY13,TLR2,LILRA6",0.0,12.186046511627907
"SLC30A1,LILRB4,SLC30A1,CD44,TNFRSF1B,LILRB4,TNFRSF1B,CD44",0.0,12.201550387596896
"SLC6A6,CD96,SLC6A6,IL3RA,LILRB2,CD96,LILRB2,IL3RA",0.0,12.201550387596898
"EMC10,ITGAX,EMC10,TLR2,EMB,ITGAX,EMB,TLR2",0.0,12.201550387596898
"CD82,P2RY13,CD82,LILRB2,DAGLB,P2RY13,DAGLB,LILRB2",0.0,12.2015503875969
"SLC6A6,LILRB4,SLC6A6,IL3RA,TLR2,LILRB4,TLR2,IL3RA",0.0,12.2015503875969
"CR1,CD38,CR1,CD33,CD44,CD38,CD44,CD33",0.0,12.2015503875969
"EMC10,ITGAX,EMC10,LILRB3,EMB,ITGAX,EMB,LILRB3",0.0,12.21705426356589
"SLC30A1,LTB4R,SLC30A1,LILRB2,TLR2,LTB4R,TLR2,LILRB2",0.0,12.21705426356589
"EMC10,CD96,EMC10,CCR1,IL3RA,CD96,IL3RA,CCR1",0.0,12.217054263565892
"TNFRSF1B,CR1,TNFRSF1B,CD70,IL3RA,CR1,IL3RA,CD70",0.0,12.217054263565892
"EMC10,CR1,EMC10,EMB,LILRA6,CR1,LILRA6,EMB",0.0,12.217054263565892
"EMC10,SEMA4A,EMC10,FUT3,CD44,SEMA4A,CD44,FUT3",0.0,12.217054263565892
"TNFRSF1B,CR1,TNFRSF1B,CCR1,IL3RA,CR1,IL3RA,CCR1",0.0,12.217054263565892
"EMC10,CD96,EMC10,CD70,IL3RA,CD96,IL3RA,CD70",0.0,12.217054263565892
"EMC10,CR1,EMC10,CD44,ITGAX,CR1,ITGAX,CD44",0.0,12.217054263565892
"SLC6A6,CD96,SLC6A6,IL3RA,LILRA6,CD96,LILRA6,IL3RA",0.0,12.232558139534884
"SLC30A1,P2RY13,SLC30A1,LILRA2,TLR2,P2RY13,TLR2,LILRA2",0.0,12.232558139534884
"CD82,P2RY13,CD82,LILRA6,DAGLB,P2RY13,DAGLB,LILRA6",0.0,12.232558139534884
"TNFRSF1B,LTB4R,TNFRSF1B,IL3RA,TLR2,LTB4R,TLR2,IL3RA",0.0,12.232558139534884
"EMC10,LTB4R,EMC10,FOLR2,EMR2,LTB4R,EMR2,FOLR2",0.0,12.232558139534884
"CD82,LILRB4,CD82,IL3RA,EMB,LILRB4,EMB,IL3RA",0.0,12.248062015503875
"SLC30A1,P2RY13,SLC30A1,EMB,TLR2,P2RY13,TLR2,EMB",0.0,12.248062015503875
"CD82,LILRB4,CD82,FOLR2,CD70,LILRB4,CD70,FOLR2",0.0,12.248062015503876
"SLC30A1,LTB4R,SLC30A1,LILRA6,TLR2,LTB4R,TLR2,LILRA6",0.0,12.248062015503876
"CD82,LILRB4,CD82,FOLR2,CCR1,LILRB4,CCR1,FOLR2",0.0,12.248062015503876
"TNFRSF1B,ITGAX,TNFRSF1B,IL3RA,LILRB2,ITGAX,LILRB2,IL3RA",0.0,12.263565891472865
"CR1,LILRB4,CR1,IL3RA,FOLR2,LILRB4,FOLR2,IL3RA",0.0,12.263565891472867
"CD82,ITGAX,CD82,DAGLB,CCR1,ITGAX,CCR1,DAGLB",0.0,12.263565891472869
"CD82,ITGAX,CD82,DAGLB,CD70,ITGAX,CD70,DAGLB",0.0,12.263565891472869
"CD82,LTB4R,CD82,LILRB2,DAGLB,LTB4R,DAGLB,LILRB2",0.0,12.263565891472869
"EMC10,CR1,EMC10,EMB,LILRA2,CR1,LILRA2,EMB",0.0,12.263565891472869
"SLC30A1,CD96,SLC30A1,CD44,FUT3,CD96,FUT3,CD44",0.0,12.279069767441857
"ITGAX,CR1,ITGAX,DAGLB,IL3RA,CR1,IL3RA,DAGLB",0.0,12.279069767441857
"ITGAX,CD96,ITGAX,FOLR2,IL3RA,CD96,IL3RA,FOLR2",0.0,12.27906976744186
"SLC6A6,CD96,SLC6A6,IL3RA,LILRA2,CD96,LILRA2,IL3RA",0.0,12.279069767441861
"CD82,P2RY13,CD82,LILRA2,DAGLB,P2RY13,DAGLB,LILRA2",0.0,12.279069767441861
"CD82,ITGAX,CD82,FOLR2,EMR2,ITGAX,EMR2,FOLR2",0.0,12.279069767441861
"SLC30A1,P2RY13,SLC30A1,LILRB3,TLR2,P2RY13,TLR2,LILRB3",0.0,12.279069767441861
"TNFRSF1B,ITGAX,TNFRSF1B,IL3RA,LILRA6,ITGAX,LILRA6,IL3RA",0.0,12.294573643410851
"SLC6A6,CD96,SLC6A6,CD70,FOLR2,CD96,FOLR2,CD70",0.0,12.294573643410851
"EMC10,P2RY13,EMC10,LILRB2,DAGLB,P2RY13,DAGLB,LILRB2",0.0,12.294573643410851
"SLC6A6,CD96,SLC6A6,CCR1,FOLR2,CD96,FOLR2,CCR1",0.0,12.294573643410851
"SLC6A6,CR1,SLC6A6,CCR1,DAGLB,CR1,DAGLB,CCR1",0.0,12.294573643410853
"CD82,LTB4R,CD82,LILRA6,DAGLB,LTB4R,DAGLB,LILRA6",0.0,12.294573643410853
"EMC10,CR1,EMC10,EMB,TLR2,CR1,TLR2,EMB",0.0,12.294573643410853
"SLC30A1,LTB4R,SLC30A1,LILRA2,TLR2,LTB4R,TLR2,LILRA2",0.0,12.294573643410853
"CD82,P2RY13,CD82,EMB,DAGLB,P2RY13,DAGLB,EMB",0.0,12.294573643410853
"SLC6A6,CR1,SLC6A6,CD70,DAGLB,CR1,DAGLB,CD70",0.0,12.294573643410853
"SLC30A1,CD96,SLC30A1,CD44,TNFRSF1B,CD96,TNFRSF1B,CD44",0.0,12.310077519379842
"SLC30A1,LTB4R,SLC30A1,EMB,TLR2,LTB4R,TLR2,EMB",0.0,12.310077519379844
"CR1,P2RY13,CR1,FOLR2,DAGLB,P2RY13,DAGLB,FOLR2",0.0,12.310077519379846
"SLC6A6,CR1,SLC6A6,EMR2,FOLR2,CR1,FOLR2,EMR2",0.0,12.310077519379846
"SLC6A6,CD96,SLC6A6,IL3RA,TLR2,CD96,TLR2,IL3RA",0.0,12.310077519379846
"CD82,SEMA4A,CD82,IL3RA,CD70,SEMA4A,CD70,IL3RA",0.0,12.310077519379846
"CD82,SEMA4A,CD82,IL3RA,CCR1,SEMA4A,CCR1,IL3RA",0.0,12.310077519379846
"EMC10,CR1,EMC10,EMB,LILRB3,CR1,LILRB3,EMB",0.0,12.310077519379846
"CD82,P2RY13,CD82,LILRB3,DAGLB,P2RY13,DAGLB,LILRB3",0.0,12.325581395348836
"SLC6A6,CD96,SLC6A6,IL3RA,LILRB3,CD96,LILRB3,IL3RA",0.0,12.325581395348836
"EMC10,P2RY13,EMC10,LILRA6,DAGLB,P2RY13,DAGLB,LILRA6",0.0,12.325581395348838
"TNFRSF1B,ITGAX,TNFRSF1B,IL3RA,LILRA2,ITGAX,LILRA2,IL3RA",0.0,12.341085271317828
"EMC10,LILRB4,EMC10,IL3RA,EMB,LILRB4,EMB,IL3RA",0.0,12.341085271317828
"SLC6A6,ITGAX,SLC6A6,DAGLB,LILRB2,ITGAX,LILRB2,DAGLB",0.0,12.341085271317828
"SLC6A6,P2RY13,SLC6A6,CD44,TNFRSF1B,P2RY13,TNFRSF1B,CD44",0.0,12.34108527131783
"EMC10,LILRB4,EMC10,FOLR2,CCR1,LILRB4,CCR1,FOLR2",0.0,12.34108527131783
"CD82,LTB4R,CD82,LILRA2,DAGLB,LTB4R,DAGLB,LILRA2",0.0,12.34108527131783
"SLC30A1,LTB4R,SLC30A1,LILRB3,TLR2,LTB4R,TLR2,LILRB3",0.0,12.34108527131783
"EMC10,LILRB4,EMC10,FOLR2,CD70,LILRB4,CD70,FOLR2",0.0,12.34108527131783
"TNFRSF1B,CR1,TNFRSF1B,IL3RA,LILRB2,CR1,LILRB2,IL3RA",0.0,12.356589147286819
"EMC10,LTB4R,EMC10,LILRB2,DAGLB,LTB4R,DAGLB,LILRB2",0.0,12.35658914728682
"CD82,CD96,CD82,FOLR2,CCR1,CD96,CCR1,FOLR2",0.0,12.356589147286822
"CD82,CD96,CD82,FOLR2,CD70,CD96,CD70,FOLR2",0.0,12.356589147286822
"CD82,LTB4R,CD82,EMB,DAGLB,LTB4R,DAGLB,EMB",0.0,12.356589147286822
"CD82,CR1,CD82,DAGLB,CCR1,CR1,CCR1,DAGLB",0.0,12.356589147286822
"CD82,CR1,CD82,DAGLB,CD70,CR1,CD70,DAGLB",0.0,12.356589147286822
"TNFRSF1B,ITGAX,TNFRSF1B,IL3RA,TLR2,ITGAX,TLR2,IL3RA",0.0,12.372093023255813
"CD82,P2RY13,CD82,FUT3,CD44,P2RY13,CD44,FUT3",0.0,12.372093023255815
"CR1,LTB4R,CR1,FOLR2,DAGLB,LTB4R,DAGLB,FOLR2",0.0,12.372093023255815
"SLC6A6,ITGAX,SLC6A6,DAGLB,LILRA6,ITGAX,LILRA6,DAGLB",0.0,12.372093023255815
"EMC10,ITGAX,EMC10,FOLR2,EMR2,ITGAX,EMR2,FOLR2",0.0,12.372093023255815
"EMC10,P2RY13,EMC10,LILRA2,DAGLB,P2RY13,DAGLB,LILRA2",0.0,12.372093023255815
"TNFRSF1B,ITGAX,TNFRSF1B,IL3RA,LILRB3,ITGAX,LILRB3,IL3RA",0.0,12.387596899224803
"TNFRSF1B,CR1,TNFRSF1B,IL3RA,LILRA6,CR1,LILRA6,IL3RA",0.0,12.387596899224805
"CD82,LTB4R,CD82,LILRB3,DAGLB,LTB4R,DAGLB,LILRB3",0.0,12.387596899224805
"EMC10,LTB4R,EMC10,LILRA6,DAGLB,LTB4R,DAGLB,LILRA6",0.0,12.387596899224807
"CD82,ITGAX,CD82,LILRB2,DAGLB,ITGAX,DAGLB,LILRB2",0.0,12.403100775193797
"TNFRSF1B,P2RY13,TNFRSF1B,FOLR2,TLR2,P2RY13,TLR2,FOLR2",0.0,12.403100775193797
"EMC10,SEMA4A,EMC10,IL3RA,CCR1,SEMA4A,CCR1,IL3RA",0.0,12.4031007751938
"EMC10,SEMA4A,EMC10,IL3RA,CD70,SEMA4A,CD70,IL3RA",0.0,12.4031007751938
"SLC6A6,LTB4R,SLC6A6,CD44,TNFRSF1B,LTB4R,TNFRSF1B,CD44",0.0,12.4031007751938
"EMC10,P2RY13,EMC10,LILRB3,DAGLB,P2RY13,DAGLB,LILRB3",0.0,12.41860465116279
"SLC6A6,ITGAX,SLC6A6,DAGLB,LILRA2,ITGAX,LILRA2,DAGLB",0.0,12.418604651162791
"SLC6A6,CR1,SLC6A6,DAGLB,LILRB2,CR1,LILRB2,DAGLB",0.0,12.434108527131782
"TNFRSF1B,CR1,TNFRSF1B,IL3RA,LILRA2,CR1,LILRA2,IL3RA",0.0,12.434108527131782
"SLC6A6,LILRB4,SLC6A6,FOLR2,TLR2,LILRB4,TLR2,FOLR2",0.0,12.434108527131784
"EMC10,LTB4R,EMC10,LILRA2,DAGLB,LTB4R,DAGLB,LILRA2",0.0,12.434108527131784
"SLC6A6,CD96,SLC6A6,FOLR2,LILRB2,CD96,LILRB2,FOLR2",0.0,12.434108527131784
"CD82,LTB4R,CD82,FUT3,CD44,LTB4R,CD44,FUT3",0.0,12.434108527131784
"CD82,ITGAX,CD82,LILRA6,DAGLB,ITGAX,DAGLB,LILRA6",0.0,12.434108527131784
"TNFRSF1B,CR1,TNFRSF1B,EMB,IL3RA,CR1,IL3RA,EMB",0.0,12.449612403100774
"CD82,SEMA4A,CD82,LILRB2,IL3RA,SEMA4A,IL3RA,LILRB2",0.0,12.449612403100774
"EMC10,CD96,EMC10,CD70,FOLR2,CD96,FOLR2,CD70",0.0,12.449612403100774
"SLC6A6,ITGAX,SLC6A6,DAGLB,TLR2,ITGAX,TLR2,DAGLB",0.0,12.449612403100774
"EMC10,CD96,EMC10,CCR1,FOLR2,CD96,FOLR2,CCR1",0.0,12.449612403100774
"EMC10,CR1,EMC10,CD70,DAGLB,CR1,DAGLB,CD70",0.0,12.449612403100776
"TNFRSF1B,CR1,TNFRSF1B,CCR1,FOLR2,CR1,FOLR2,CCR1",0.0,12.449612403100776
"EMC10,CR1,EMC10,CCR1,DAGLB,CR1,DAGLB,CCR1",0.0,12.449612403100776
"TNFRSF1B,CR1,TNFRSF1B,CD70,FOLR2,CR1,FOLR2,CD70",0.0,12.449612403100776
"TNFRSF1B,LTB4R,TNFRSF1B,FOLR2,TLR2,LTB4R,TLR2,FOLR2",0.0,12.465116279069766
"SLC6A6,ITGAX,SLC6A6,DAGLB,LILRB3,ITGAX,LILRB3,DAGLB",0.0,12.465116279069766
"TNFRSF1B,CR1,TNFRSF1B,IL3RA,TLR2,CR1,TLR2,IL3RA",0.0,12.465116279069766
"EMC10,P2RY13,EMC10,FUT3,CD44,P2RY13,CD44,FUT3",0.0,12.465116279069766
"SLC6A6,CR1,SLC6A6,DAGLB,LILRA6,CR1,LILRA6,DAGLB",0.0,12.465116279069768
